rep,dist_m,frac,eff_dose,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d,entity,algorithm
1,100,20,2.184466019417476,0.8475352689359836,0.5166547608246069,-9.78328173374613,-11.22047244094488,0.0211181156434555,0.944242632718716,Astacus astacus,random_forest
1,100,50,6.365403304178814,0.8393121601845299,0.4571446269785545,-28.73065015479876,-30.270270270270277,0.038373849745914,0.913827171691387,Astacus astacus,random_forest
1,250,10,1.7475728155339807,0.8496535934505481,0.4927726595863361,-4.891640866873065,-8.272058823529411,0.0170439500068671,0.9550516051500554,Astacus astacus,random_forest
1,250,20,4.0291262135922326,0.8499274647119716,0.5088077072759764,-11.3312693498452,-10.365853658536585,0.022180057684384,0.9419291725692044,Astacus astacus,random_forest
1,250,50,9.037900874635568,0.8457657699441561,0.4787498993054266,-31.95046439628483,-28.865979381443296,0.0373919791237467,0.9183389025951418,Astacus astacus,random_forest
1,500,10,2.0388349514563107,0.8510329509316331,0.5088887933901448,-4.891640866873065,-5.954465849387041,0.0171921439362724,0.9546162651017954,Astacus astacus,random_forest
1,500,20,4.0291262135922326,0.8456208669184523,0.4991275494606396,-10.154798761609907,-8.781362007168457,0.024411481939294,0.9338739729396134,Astacus astacus,random_forest
1,500,50,10.835762876579205,0.8410955126284537,0.4741667826049145,-28.17337461300309,-32.367149758454104,0.0388689740420271,0.9129953207638194,Astacus astacus,random_forest
2,0,0,0.0,0.8499667982364297,0.4976362458456121,,,,,Astacus astacus,random_forest
2,100,10,1.5048543689320386,0.8453390758198033,0.4852704933256184,-3.281733746130031,-10.275229357798166,0.0172121961269056,0.9539321490217366,Astacus astacus,random_forest
2,100,20,2.66990291262136,0.8468264177096251,0.490525888864345,-10.278637770897832,-17.457886676875958,0.0196059607196813,0.9496326879169148,Astacus astacus,random_forest
2,100,50,6.171039844509233,0.8437149203252827,0.4663367853981634,-29.907120743034056,-29.47368421052631,0.0346453783820903,0.9220371384233008,Astacus astacus,random_forest
2,250,10,2.0388349514563107,0.8426195800318226,0.4638740336049293,-3.46749226006192,-12.110091743119266,0.017133772833402,0.954050649519732,Astacus astacus,random_forest
2,250,20,3.883495145631068,0.8494920036707123,0.4786133277709462,-10.092879256965944,-17.398373983739837,0.0226032138442521,0.9401486868102832,Astacus astacus,random_forest
2,250,50,8.35762876579203,0.8489396854707162,0.4549506586400224,-31.39318885448916,-22.65193370165746,0.0392127455019914,0.9101097440946844,Astacus astacus,random_forest
2,500,10,2.66990291262136,0.8479641502112392,0.4964739007162134,-4.458204334365325,-12.195121951219512,0.017107814860596,0.954181350136558,Astacus astacus,random_forest
2,500,20,4.223300970873786,0.8466480100600283,0.4808254514392061,-10.588235294117649,-17.80821917808219,0.0199960170306276,0.9486386465479012,Astacus astacus,random_forest
2,500,50,11.273080660835763,0.8465743473746725,0.4746376229903624,-30.959752321981423,-26.31578947368421,0.0382546353522867,0.9114800069743072,Astacus astacus,random_forest
3,0,0,0.0,0.8477727413514924,0.4803717854812493,,,,,Astacus astacus,random_forest
3,100,10,1.1650485436893203,0.8457318627481528,0.4676883609987048,-7.161125319693094,-8.727272727272728,0.0172539486334294,0.9543286923355276,Astacus astacus,random_forest
3,100,20,2.4271844660194173,0.8519361682374395,0.4904214757758282,-13.23529411764706,-13.443830570902392,0.0220725175113308,0.9428128668430102,Astacus astacus,random_forest
3,100,50,6.41399416909621,0.8425403851839205,0.4632131633183558,-29.15601023017903,-27.659574468085108,0.0380991622029941,0.9125660545071536,Astacus astacus,random_forest
3,250,10,1.8446601941747571,0.8434744818709141,0.4721530618809599,-5.946291560102302,-10.727272727272728,0.0187850569976651,0.950012817923192,Astacus astacus,random_forest
3,250,20,3.5436893203883497,0.8506618144938676,0.4725368857389788,-14.130434782608695,-16.632443531827516,0.0213407498969921,0.9451216850395266,Astacus astacus,random_forest
3,250,50,9.57240038872692,0.8413211409405389,0.4662879967885969,-30.946291560102303,-29.268292682926827,0.0379469853042164,0.91334000266641,Astacus astacus,random_forest
3,500,10,1.650485436893204,0.8444114528298925,0.4606737625411672,-6.777493606138108,-8.383233532934131,0.0177570388682873,0.9529517845924828,Astacus astacus,random_forest
3,500,20,4.223300970873786,0.8514943216913904,0.4778648774025157,-14.9616368286445,-15.33980582524272,0.0211486059607196,0.9459414350906192,Astacus astacus,random_forest
