entity,algorithm,axis,level,rho_full,jac5,jac10
Astacus astacus,random_forest,lowacc,10,0.9587491260720031,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9650155689954257,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9649234366596148,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.964929905158171,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.942828358773008,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9632954943194912,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9520574510997339,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,10,0.9592804127584578,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.968310300383087,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.960734008867001,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9536099264141886,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9544906026318776,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9685970029220247,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,10,0.9580521531896233,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,10,0.9642871354634399,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,10,0.9548734182250704,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9624910372293247,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.953741200077031,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,10,0.9576151516263707,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9613468310773906,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,10,0.9538344342125724,1.0,1.0
Astacus astacus,random_forest,lowacc,20,0.9176044936132294,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9257694556824556,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,20,0.9250494273586894,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9325472284513817,0.42857142857142855,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9192435754292497,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9286172472640912,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,20,0.9250710818371324,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,20,0.9148228372298401,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9247257425990868,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9336705012507526,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,20,0.9266570566387827,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9354986361804493,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9091132184427249,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9053729911063355,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9120961907978701,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9280645191489164,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9262217153818946,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.902526687190508,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9199987727563561,0.42857142857142855,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9280613137931172,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.931094070430313,0.6666666666666666,1.0
Astacus astacus,random_forest,lowacc,20,0.9192912724883151,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9181276781454796,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9344243006073915,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9101725156019704,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.9392083268689907,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9300692380827357,0.6666666666666666,0.6666666666666666
Astacus astacus,random_forest,lowacc,20,0.920243489588329,0.42857142857142855,1.0
Astacus astacus,random_forest,lowacc,20,0.9284148636123145,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,lowacc,20,0.9241955626844643,0.6666666666666666,1.0
Astacus astacus,random_forest,snapping,1,0.9759010894125222,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,snapping,1,0.981749977515489,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,snapping,1,0.9780151365639185,0.6666666666666666,1.0
Astacus astacus,random_forest,snapping,1,0.9787430883338689,0.6666666666666666,1.0
Astacus astacus,random_forest,snapping,1,0.9812415406963363,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,snapping,1,0.9793044664406134,0.6666666666666666,0.8181818181818182
Astacus astacus,random_forest,snapping,1,0.9811884891566941,0.6666666666666666,1.0
