arm,alg,rep,range_pct,schoener
A_bg_only,random_forest,0,2.0729684908789388,0.8785644862689044
D_model_only,random_forest,0,0.8726003490401396,0.9592524989589146
C_unpaired,random_forest,0,93.31501831501832,0.7633880417918982
B_paired,random_forest,0,77.01647875108412,0.794701615907278
A_bg_only,random_forest,1,1.2345679012345678,0.8822715659546706
D_model_only,random_forest,1,3.089143865842895,0.9581988522750694
C_unpaired,random_forest,1,72.97535211267606,0.7789804231614436
B_paired,random_forest,1,82.61261261261261,0.8048512868403813
A_bg_only,random_forest,2,0.9632224168126094,0.8814961336856025
D_model_only,random_forest,2,2.2867194371152153,0.9595194937610453
C_unpaired,random_forest,2,80.20924149956407,0.7787568631062743
B_paired,random_forest,2,70.68811438784628,0.8087111644951794
A_bg_only,random_forest,3,-9.991386735572782,0.8745130425599155
D_model_only,random_forest,3,-0.17406440382941687,0.9582698338232647
C_unpaired,random_forest,3,57.56780402449694,0.768625765479488
B_paired,random_forest,3,73.11557788944724,0.8071318318029218
A_bg_only,random_forest,4,-5.925250683682772,0.8775631904359217
D_model_only,random_forest,4,1.9197207678883073,0.9588279092506244
C_unpaired,random_forest,4,68.81625441696113,0.7661591761254319
B_paired,random_forest,4,78.72340425531915,0.8024466999840593
A_bg_only,random_forest,5,4.302019315188762,0.8765508958147312
D_model_only,random_forest,5,2.097902097902098,0.958222245423512
C_unpaired,random_forest,5,79.6889295516926,0.7671192670317794
B_paired,random_forest,5,69.68911917098445,0.8092383012794806
A_bg_only,random_forest,6,2.1621621621621623,0.8758032783345315
D_model_only,random_forest,6,1.9417475728155338,0.9600696612957791
C_unpaired,random_forest,6,83.65831012070566,0.7675252241265118
B_paired,random_forest,6,80.63891577928364,0.8029075022547609
A_bg_only,random_forest,7,5.642023346303502,0.8779113922168286
D_model_only,random_forest,7,-1.3793103448275863,0.9579720773640112
C_unpaired,random_forest,7,81.90298507462687,0.7701164041883395
B_paired,random_forest,7,65.21008403361344,0.8068565844551503
A_bg_only,random_forest,8,-4.003407155025554,0.8790628183180318
D_model_only,random_forest,8,-1.633705932932072,0.9584063919961967
C_unpaired,random_forest,8,71.21212121212122,0.7590250839766347
B_paired,random_forest,8,77.53108348134991,0.804068527908969
A_bg_only,random_forest,9,-8.818635607321132,0.8773425327681802
D_model_only,random_forest,9,1.4059753954305798,0.9584578233787383
C_unpaired,random_forest,9,53.317535545023695,0.762133886397923
B_paired,random_forest,9,78.28371278458845,0.8106583786542251
A_bg_only,random_forest,10,-0.1670843776106934,0.8795286990312291
D_model_only,random_forest,10,1.3123359580052494,0.9589829976340039
C_unpaired,random_forest,10,60.94771241830066,0.7562529324168696
B_paired,random_forest,10,60.7550482879719,0.8068276811940878
A_bg_only,random_forest,11,3.0575539568345325,0.8721902922859501
D_model_only,random_forest,11,1.296456352636128,0.9580850498775434
C_unpaired,random_forest,11,61.798753339269815,0.7787259583085154
B_paired,random_forest,11,73.67906066536204,0.8148869420044307
A_bg_only,random_forest,12,9.00900900900901,0.8693187141403544
D_model_only,random_forest,12,-0.6118881118881119,0.9585433433662944
C_unpaired,random_forest,12,81.8609022556391,0.7672531423740508
B_paired,random_forest,12,66.72297297297297,0.809246275867494
A_bg_only,random_forest,13,4.195804195804196,0.8771287071001946
D_model_only,random_forest,13,0.2626970227670753,0.9607307144569331
C_unpaired,random_forest,13,77.1539206195547,0.7615299616683906
B_paired,random_forest,13,71.11486486486487,0.8032581329472944
A_bg_only,random_forest,14,-3.9757994814174586,0.87512545606793
D_model_only,random_forest,14,-1.2987012987012987,0.9590076106721133
C_unpaired,random_forest,14,64.76109215017065,0.7661318027291836
B_paired,random_forest,14,66.58576051779936,0.8015780901162459
