rep,level,mode,d_str1,n,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d
0,3,plain,1.020408163265305,2058,0.8107962546700853,0.4067944005234383,5.327039784221173,0.0,0.036852625573034835,0.8517797095506481
0,3,stratified,0.0,2058,0.8212795810947617,0.41481292574938733,2.2252191503708696,0.0,0.03525778750870041,0.8595172669223703
0,10,plain,3.2555879494655002,2058,0.7457937678676486,0.3401855763076215,14.632501685772084,-1.56062424969988,0.07302895737346325,0.7224723746551177
0,10,stratified,0.0,2058,0.7870552540068876,0.37817951268175043,8.024275118004045,1.8304431599229287,0.062324027470522785,0.7556542876052317
0,20,plain,7.24003887269193,2058,0.7205853818594533,0.3253239724980396,29.467296021577884,-1.0285714285714285,0.11009473254719687,0.6162879080526509
0,20,stratified,0.0,2058,0.7554916578006148,0.3352345609034872,17.06001348617667,1.718213058419244,0.08857134158112663,0.6684415290770096
1,3,plain,0.7288629737609327,2058,0.7983972689050428,0.41730142675084825,4.574042309891366,1.6607354685646498,0.037049554182482694,0.863365781123061
1,3,stratified,0.0,2058,0.8157972725026488,0.42141263998522915,4.345340194396798,2.207792207792208,0.03500956235724187,0.8721689664606169
1,10,plain,3.984450923226433,2058,0.7529310625964988,0.35457908040805186,9.090909090909092,-3.293413173652695,0.06899727916656201,0.7494506279876402
1,10,stratified,0.0,2058,0.7953488318079684,0.4071726746902959,12.978845054316752,2.834008097165992,0.06097043110929987,0.7782310855775261
1,20,plain,7.434402332361515,2058,0.7427123863169818,0.3365372303800547,23.38479130931961,2.7426160337552745,0.11390578957551396,0.6257857288577555
1,20,stratified,0.0,2058,0.7589053530447584,0.36754898125121194,14.522584333905089,2.3182297154899896,0.08593839925068308,0.6974848547213647
2,3,plain,1.0689990281827022,2058,0.8245775760638921,0.43257748787565,1.132975551580203,-0.234192037470726,0.03768943298266965,0.8574542280307981
2,3,stratified,0.0,2058,0.8271766729133088,0.4333030752224327,0.05963029218843172,2.771362586605081,0.038066199323765426,0.8559530680694049
2,10,plain,3.7414965986394577,2058,0.7749625969703592,0.40392089759701477,6.9171138938580805,2.2304832713754648,0.07001708988151414,0.7377602970609322
2,10,stratified,0.0,2058,0.7914555605749617,0.40786979971267084,8.825283243887895,3.549060542797495,0.061639617286715534,0.7689628320680192
2,20,plain,6.89990281827016,2058,0.7426719444253953,0.3358647906400702,24.20989862850328,5.749486652977413,0.10877806665319108,0.6306914241258579
2,20,stratified,0.0,2058,0.7684218835766778,0.37664023856614,16.696481812760883,8.377518557794273,0.09122751381600448,0.6724093941799053
3,3,plain,1.0689990281827022,2058,0.8085040990941795,0.42216392046173795,4.823989569752282,-2.2459893048128343,0.0397792945685555,0.8412372000275367
3,3,stratified,0.0,2058,0.8279009676315925,0.450906009426869,4.69361147327249,-0.47114252061248524,0.03549265902216821,0.8596300631379379
