rep,level,mode,d_str1,n,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d
0,3,plain,1.128312778798211,3811,0.7914638917663634,0.4405273625404939,0.604133545310016,0.17969451931716085,0.02935134448054107,0.9435289857932352
0,3,stratified,0.0,3811,0.8021008751264329,0.4424770465547678,1.7488076311605723,2.170138888888889,0.026448073223903565,0.9500573592408622
0,10,plain,3.59485699291524,3811,0.7755746097013909,0.4118906009604295,13.799682034976152,3.862660944206009,0.06027366222280944,0.8850949353719031
0,10,stratified,0.0,3811,0.789540804461209,0.4276671823516782,4.419713831478537,1.3733905579399142,0.04452840832090533,0.9134372553268275
0,20,plain,6.979795329309891,3811,0.7723738595113796,0.4125593745968132,20.66772655007949,14.428857715430862,0.08442862925137012,0.8388378168401088
0,20,stratified,0.0,3811,0.7794728912534562,0.40792699155531514,6.327503974562799,1.1494252873563218,0.06328219803834706,0.8773024591391239
1,3,plain,1.3119916032537375,3811,0.7853458364691441,0.42019763177886144,1.7704710717673096,1.1754068716094033,0.029078702674633253,0.9447589035617933
1,3,stratified,0.0,3811,0.7940514386891337,0.43389340696192324,1.549162187796396,2.9576338928856916,0.026342720395226383,0.9508538565281134
1,10,plain,2.991340855418521,3811,0.7750594057438777,0.3985708902093337,10.780904204868795,3.150912106135987,0.05609950125704913,0.8888610795828829
1,10,stratified,0.0,3811,0.7830929058397347,0.41234444562133715,8.188428706923807,5.102954341987466,0.046073809750492876,0.9105510762054203
1,20,plain,7.05851482550511,3811,0.762347431140454,0.3890261035317939,21.46696174517863,15.62962962962963,0.0848592070753127,0.8382196795266486
1,20,stratified,0.0,3811,0.7786940313687685,0.3975681812391201,6.165033196332596,2.3703703703703702,0.06739108485686134,0.8702843381059493
2,3,plain,0.9708737864077648,3811,0.7881717247609193,0.42974174740022125,3.108320251177394,-0.08620689655172414,0.02866276573765353,0.945634189853205
2,3,stratified,0.0,3811,0.7936117019903337,0.43405540232064704,1.6326530612244898,0.25,0.025731630577957628,0.9516955463091697
2,10,plain,2.965101023353448,3811,0.7739498921060501,0.4079211623756537,12.93563579277865,0.16380016380016382,0.0508713874877699,0.8995103500008904
2,10,stratified,0.0,3811,0.7796000528837195,0.41269118849407244,3.642072213500785,2.0276497695852536,0.043498965625880646,0.915311404756725
2,20,plain,7.215953817895564,3811,0.7605554075326864,0.3843623321402417,23.736263736263734,6.59025787965616,0.08104066036170315,0.84460711336943
2,20,stratified,0.0,3811,0.7802131754875775,0.4187270183140075,5.965463108320251,-3.8101604278074865,0.06537183963940398,0.8742107738726063
3,3,plain,0.944633954342688,3811,0.7872143245204701,0.4200699276331521,-0.5335844318895167,0.5932203389830508,0.02843103201517325,0.9453585831785678
3,3,stratified,0.0,3811,0.7916707535571923,0.42950510359274857,-0.031387319522912745,3.304347826086956,0.02536685071195843,0.9522511481185673
3,10,plain,3.804775649435843,3811,0.7694307215725417,0.39538483196737545,11.67608286252354,6.086956521739131,0.059862991024922506,0.8841299034548573
3,10,stratified,0.0,3811,0.780938161180788,0.39879424986878803,2.1343377275580666,2.551440329218107,0.0460940471872698,0.9098929852599956
3,20,plain,7.425872474416163,3811,0.7621011092973701,0.38736309479769243,18.110483364720654,16.16022099447514,0.08138941039372667,0.8430724208203242
3,20,stratified,0.0,3811,0.7800996753138283,0.40753074458677313,0.847457627118644,-0.06527415143603134,0.06488167383129981,0.8745779149835484
4,3,plain,1.049593282602988,3811,0.7925300816936436,0.4395687093046797,1.7488076311605723,0.4389815627743635,0.03117154992258224,0.9403944423674345
4,3,stratified,0.0,3811,0.7969959779065752,0.44076752147669707,3.3068362480127185,2.546093064091308,0.026236835655866174,0.9508306005868034
4,10,plain,4.014694305956439,3811,0.7805563658362598,0.40194338686855363,20.317965023847375,11.38211382113821,0.057557951418663565,0.8901742617926014
4,10,stratified,0.0,3811,0.7920289112136241,0.4235811248877395,5.119236883942766,2.2961203483768804,0.04482063320791627,0.913736496257469
4,20,plain,6.612437680398838,3811,0.7710010801610048,0.4034961940279405,20.82670906200318,24.602510460251047,0.0828206354127509,0.8427644847828412
4,20,stratified,0.0,3811,0.7875978122800871,0.42092619223837946,7.440381558028617,5.776173285198556,0.06756881807157092,0.8709289920337125
5,3,plain,1.2332721070585144,3811,0.791064694825536,0.43251601163247827,4.850031908104659,1.9339242546333604,0.028725060830297213,0.9455557594076592
5,3,stratified,0.0,3811,0.7945663782579198,0.4338266902834633,2.8079132099553283,-0.5090909090909091,0.0260885187581552,0.9511987055897081
5,10,plain,3.2537391760692707,3811,0.7780742084064122,0.4130777387789212,19.112954690491385,4.872563718140929,0.05945700841952338,0.8869380063373438
5,10,stratified,0.0,3811,0.7882415240905338,0.4151664542291973,8.136566687938735,1.6116035455278,0.043523244887966606,0.9158523407281237
5,20,plain,6.901075833114664,3811,0.7686188341364405,0.3929791891434102,29.92980216975112,11.200644641418211,0.0821645023012318,0.8440705626167514
5,20,stratified,0.0,3811,0.7841215722874803,0.40326123737309255,12.029355456285897,3.8461538461538463,0.06181159622067762,0.8815678582521678
6,3,plain,1.1020729467331378,3811,0.7998206890541157,0.4389625653303367,3.160638644509612,2.1998166819431715,0.02956556975672775,0.9433830202879864
6,3,stratified,0.0,3811,0.8024162698498607,0.44699046037370377,2.346041055718475,1.924839596700275,0.026636451298053636,0.9497057511387486
6,10,plain,3.9097349776961394,3811,0.7772020419767283,0.4118211226738457,16.911045943304007,3.9250669045495097,0.0615792529718547,0.8811735081403136
