arm,alg,rep,range_pct,schoener
A_bg_only,maxent,0,-4.306969459671104,0.6582899390985785
D_model_only,maxent,0,-0.12818458580355713,0.991940875566088
C_unpaired,maxent,0,8.417402269861286,0.6378247288089798
B_paired,maxent,0,8.964764577486747,0.819615623558061
A_bg_only,maxent,1,-0.7978723404255319,0.6762341867631518
D_model_only,maxent,1,0.12836970474967907,0.9934582763900331
C_unpaired,maxent,1,12.17978940751218,0.6345956765245997
B_paired,maxent,1,11.45631067961165,0.8164423749750324
A_bg_only,maxent,2,-3.708898239052517,0.6639672867351807
D_model_only,maxent,2,0.12839030653185685,0.9934854750478969
C_unpaired,maxent,2,7.290212501938886,0.6460202120576397
B_paired,maxent,2,9.777207885879147,0.8264172278297008
A_bg_only,maxent,3,-0.729473847586528,0.6661492529878392
D_model_only,maxent,3,-0.12812299807815503,0.9929587170332461
C_unpaired,maxent,3,7.112462006079028,0.6338453774441082
B_paired,maxent,3,10.950510604870384,0.8257240891851523
A_bg_only,maxent,4,-4.816689676330726,0.6633109527652468
D_model_only,maxent,4,-0.09627727856225932,0.9946837828454302
C_unpaired,maxent,4,11.808,0.6422245802611519
B_paired,maxent,4,10.691431247073513,0.8166358584606487
A_bg_only,maxent,5,-4.695652173913043,0.657907522728018
D_model_only,maxent,5,0.016043638697256536,0.9943357560384067
C_unpaired,maxent,5,9.062645732939531,0.6461595338598551
B_paired,maxent,5,9.255404323458768,0.8309236070298056
A_bg_only,maxent,6,0.27191298784388995,0.6724774287865066
D_model_only,maxent,6,-0.24030759371996155,0.9936290751534083
C_unpaired,maxent,6,8.125591669296307,0.6436644139568639
B_paired,maxent,6,8.777230084274128,0.8320507993611418
A_bg_only,maxent,7,-0.25384737426622245,0.6690269477920192
D_model_only,maxent,7,-0.11219746754287546,0.9928952095810559
C_unpaired,maxent,7,10.052995021679783,0.6351483184181564
B_paired,maxent,7,13.37295690936107,0.8182349957028636
A_bg_only,maxent,8,1.1448560979487994,0.668274283455573
D_model_only,maxent,8,0.14443909484833894,0.9933071485784043
C_unpaired,maxent,8,7.114994538929629,0.6357170432505167
B_paired,maxent,8,12.473434690207618,0.8173575970057918
A_bg_only,maxent,9,-2.486651411136537,0.6703624176909477
D_model_only,maxent,9,-2.150031387319523,0.9294085503918794
C_unpaired,maxent,9,7.0905407511298115,0.6504974734488981
B_paired,maxent,9,10.928705440900563,0.8238919094234182
A_bg_only,maxent,10,7.328447701532312,0.6696100814734901
D_model_only,maxent,10,-0.09618467457518436,0.9927967791044786
C_unpaired,maxent,10,13.476913036384403,0.6340047258064168
B_paired,maxent,10,11.45233525271913,0.8189392641299832
A_bg_only,maxent,11,-1.4050774389270317,0.6639345099143814
D_model_only,maxent,11,0.14453187730849526,0.9941794644860426
C_unpaired,maxent,11,7.231149567367121,0.6538195166951764
B_paired,maxent,11,8.963630511747667,0.8200213223333586
A_bg_only,maxent,12,0.9635799444716643,0.6626032006219362
D_model_only,maxent,12,-0.14423076923076925,0.9937056854419091
C_unpaired,maxent,12,10.474972013433552,0.6451475778620421
B_paired,maxent,12,10.546378653113088,0.8266985722270922
A_bg_only,maxent,13,5.159256801592568,0.6719874736847058
D_model_only,maxent,13,-0.2559590465525516,0.9934207448195316
C_unpaired,maxent,13,11.347291034041874,0.6509435939402692
B_paired,maxent,13,10.955287906286092,0.816742400110956
A_bg_only,maxent,14,-1.4846069698390374,0.6669877131547939
D_model_only,maxent,14,0.20870123615347566,0.9928810509880659
C_unpaired,maxent,14,6.296641791044776,0.6327172423937163
B_paired,maxent,14,8.257169870784747,0.8323555835982939
