arm,alg,rep,range_pct,schoener
A_bg_only,random_forest,0,2.1052631578947367,0.8742417438481688
D_model_only,random_forest,0,0.9287925696594427,0.9553240286628438
C_unpaired,random_forest,0,7.936507936507936,0.845387837861006
B_paired,random_forest,0,4.071058475203553,0.9243072681043286
A_bg_only,random_forest,1,1.224177505738332,0.8658380158278827
D_model_only,random_forest,1,0.6182380216383307,0.9561483833820417
C_unpaired,random_forest,1,6.9510268562401265,0.8538064678607635
B_paired,random_forest,1,1.798800799467022,0.9326748664587055
A_bg_only,random_forest,2,-3.5502958579881656,0.8689943468613698
D_model_only,random_forest,2,-1.2878787878787878,0.9550252872145791
C_unpaired,random_forest,2,2.3682200152788386,0.8495624233093485
B_paired,random_forest,2,3.0056864337936635,0.9284264271609266
A_bg_only,random_forest,3,-0.2356637863315004,0.8697545116621587
D_model_only,random_forest,3,-0.6177606177606177,0.9562844330550838
C_unpaired,random_forest,3,4.838709677419355,0.851060836809938
B_paired,random_forest,3,6.682966585167074,0.9261449726306237
A_bg_only,random_forest,4,1.146788990825688,0.8695354385857692
D_model_only,random_forest,4,-2.6515151515151514,0.9559760216287844
C_unpaired,random_forest,4,-3.378864126527678,0.8503433067526011
B_paired,random_forest,4,6.365834004834811,0.9257984316298498
A_bg_only,random_forest,5,3.335919317300233,0.8615138136271163
D_model_only,random_forest,5,-0.847457627118644,0.9552739670303019
C_unpaired,random_forest,5,11.001517450682853,0.8606487816058328
B_paired,random_forest,5,2.1459227467811157,0.9318044911327691
A_bg_only,random_forest,6,-7.783018867924528,0.8686281224073211
D_model_only,random_forest,6,-0.15444015444015444,0.9554169530800332
C_unpaired,random_forest,6,8.733974358974358,0.8514833264045052
B_paired,random_forest,6,4.0570999248685204,0.9281277547742124
A_bg_only,random_forest,7,2.857142857142857,0.8694222929799849
D_model_only,random_forest,7,-0.2284843869002285,0.956590595420926
C_unpaired,random_forest,7,8.970358814352576,0.8569788381902743
B_paired,random_forest,7,3.2632342277012323,0.9287175175373794
A_bg_only,random_forest,8,-13.052781740370897,0.8653662886154334
D_model_only,random_forest,8,0.07710100231303006,0.9550035043269747
C_unpaired,random_forest,8,6.564551422319474,0.8562141172797665
B_paired,random_forest,8,5.61622464898596,0.9308592441795042
A_bg_only,random_forest,9,-8.433734939759036,0.8699755997456684
D_model_only,random_forest,9,1.3188518231186968,0.9551419668610519
C_unpaired,random_forest,9,10.607287449392713,0.8578460785043388
B_paired,random_forest,9,5.521472392638037,0.9342196967486766
A_bg_only,random_forest,10,3.442999234889059,0.8701523466331778
D_model_only,random_forest,10,-0.46224961479198773,0.9562342017973606
C_unpaired,random_forest,10,2.452107279693487,0.8489794047402325
B_paired,random_forest,10,5.191873589164786,0.9243710915944937
A_bg_only,random_forest,11,-1.4637904468412943,0.8725367887452492
D_model_only,random_forest,11,-1.303680981595092,0.9553105040827549
C_unpaired,random_forest,11,1.4513788098693758,0.8586508538350912
B_paired,random_forest,11,3.294117647058824,0.9278988333642977
A_bg_only,random_forest,12,-10.228898426323319,0.8731903520075779
D_model_only,random_forest,12,2.2816679779701023,0.9555888144071395
C_unpaired,random_forest,12,9.289617486338798,0.8481472560060044
B_paired,random_forest,12,3.037569944044764,0.9299092240521417
A_bg_only,random_forest,13,2.3686158401184305,0.8672309194445541
D_model_only,random_forest,13,0.6116207951070336,0.9561170675480265
C_unpaired,random_forest,13,9.904912836767037,0.8597923845162445
B_paired,random_forest,13,6.526806526806526,0.9287700363726225
A_bg_only,random_forest,14,6.652205350686913,0.8654775658546563
D_model_only,random_forest,14,0.07674597083653108,0.9550141463608138
C_unpaired,random_forest,14,13.720742534301856,0.8590804210372179
B_paired,random_forest,14,10.115131578947368,0.9307153919962003
