rep,level,mode,d_str1,n,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d
0,3,plain,1.1627906976744207,1032,0.837538052167338,0.4604756706142298,11.484593837535014,0.37243947858473,0.0293019784661409,0.8504148889384725
0,3,stratified,0.0,1032,0.8250226243366279,0.44872749926841604,7.8431372549019605,2.6936026936026933,0.02692618293716599,0.8629541627667202
0,10,plain,3.488372093023262,1032,0.8150211494625924,0.4022206308367995,31.559290382819793,10.38961038961039,0.056465741111487736,0.7279559475807078
0,10,stratified,0.0,1032,0.8161659388691251,0.4129819591647205,31.465919701213817,12.794612794612794,0.05407926087140505,0.7378631655615873
0,20,plain,7.073643410852714,1032,0.7812898218068474,0.31562160815825646,62.55835667600373,13.181019332161686,0.09261948442261843,0.607824594737047
0,20,stratified,0.0,1032,0.8013567456942693,0.34801247347648007,50.42016806722689,18.24561403508772,0.08026325511159643,0.6466892687227204
1,3,plain,0.7751937984496138,1032,0.8224675119599028,0.47327109020856184,7.216494845360824,-3.2846715328467155,0.028426733170393792,0.8551459798540305
1,3,stratified,0.0,1032,0.8198783998602232,0.4438028229947086,7.966260543580131,-0.34602076124567477,0.02709237720864131,0.8626363072425745
1,10,plain,2.90697674418605,1032,0.8150213994501793,0.4054943783982434,28.022492970946576,5.471698113207547,0.04994298751142495,0.7588450632822819
1,10,stratified,0.0,1032,0.8174089937987843,0.39695758648830565,20.056232427366446,6.932409012131716,0.049187034845897995,0.7575953658958764
1,20,plain,7.655038759689923,1032,0.7799373891454534,0.3275825924164383,51.26522961574508,10.363636363636363,0.08672918352129082,0.6304871472273136
1,20,stratified,0.0,1032,0.8128853615442782,0.3782663862376844,50.328022492970945,13.41991341991342,0.07236181934941079,0.6758676142120139
2,3,plain,0.29069767441860606,1032,0.8429630898806285,0.4686063400737797,18.589132507149667,13.495934959349592,0.02783460480189615,0.8563199487882625
2,3,stratified,0.0,1032,0.8539265167424146,0.47792961381503546,9.818875119161106,6.634304207119741,0.027135388174232836,0.8585689094180451
2,10,plain,3.585271317829463,1032,0.8258554895983212,0.4519958463154521,30.31458531935176,10.945273631840797,0.052211787531654646,0.7455884785799267
2,10,stratified,0.0,1032,0.8586188678636951,0.4569124662997964,34.2230695900858,25.09157509157509,0.0492208952334155,0.7588570441204113
