rep,dist_m,frac,eff_dose,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d
0,0,0,0.0,0.7741494773797102,0.41882604044787414,,,,
0,100,10,2.466666666666667,0.7762299272700204,0.40830950690111656,-5.931388265469701,-6.367583212735166,0.02659577249945522,0.9528637915639191
0,100,20,3.277591973244147,0.7773022511294151,0.42244525835800356,-14.459762744469382,-12.358803986710964,0.03715354107648725,0.9386944171440541
0,100,50,11.229946524064172,0.7825732963849961,0.4201184732306068,-29.432510420006412,-43.79310344827586,0.06522736979734148,0.9090574783088727
0,250,10,2.466666666666667,0.771442050774731,0.4104952294009333,-4.841295286950946,-6.2682215743440235,0.02693240357376335,0.9522134037535117
0,250,20,4.749163879598663,0.7822449021168684,0.4143793410133503,-15.229240141070857,-12.808842652795837,0.04237550664632817,0.9289684504617401
0,250,50,11.564171122994653,0.780605557626846,0.421194151938052,-28.566848348829755,-40.77669902912621,0.06783037698845064,0.9042471042922998
0,500,10,2.3333333333333335,0.7757678517744965,0.4152262706570747,-5.706957358127605,-6.988120195667366,0.023809980387884067,0.9582601421743412
0,500,20,4.548494983277592,0.7809450984786362,0.4086144191442313,-12.952869509458159,-17.131203263086338,0.03453772063630421,0.9425217062234853
0,500,50,11.898395721925134,0.7862207257701408,0.44130523261366156,-30.907342096825907,-40.71661237785016,0.06769030289823491,0.9072809338661428
1,0,0,0.0,0.7806668548841962,0.4443507626358306,,,,
1,100,10,1.5333333333333332,0.7719919993770291,0.4086765237308525,-3.04736667770785,-6.278916060806345,0.02697607321856614,0.9511851025513629
1,100,20,3.9464882943143813,0.7841311006119545,0.42237758475367454,-11.526995693938389,-12.937812723373836,0.03721612551754195,0.9359271106423299
1,100,50,10.36096256684492,0.7803032580294329,0.4133815267998789,-27.95627691288506,-39.762611275964396,0.06782715188494225,0.8996594301610055
1,250,10,2.5333333333333337,0.779131030152109,0.43010395771301546,-3.8092083471348124,-6.584093872229466,0.02576561342340379,0.9537160599084652
1,250,20,5.418060200668896,0.7808313709125265,0.43408864436829064,-8.049022855250083,-10.733695652173914,0.036327914578339504,0.9365903354958586
1,250,50,11.43048128342246,0.7755107205350518,0.42318503655453493,-27.85690626035111,-43.87755102040816,0.06825208106341252,0.8994509440074959
1,500,10,2.5333333333333337,0.7725570975072455,0.41503417816343346,-3.0804902285525007,-5.512820512820513,0.028028938766615823,0.949007323868597
1,500,20,5.68561872909699,0.7789731232828816,0.41918920828841655,-7.651540245114276,-9.120951751487112,0.04063368925691872,0.9276479032036553
1,500,50,12.098930481283423,0.780587413428199,0.42121345493789175,-29.579330904272936,-40.050377833753146,0.06851226846807584,0.9014601063572869
2,0,0,0.0,0.7929899298954393,0.4420654490331445,,,,
2,100,10,1.7333333333333334,0.7945223302001343,0.4363199420929054,-6.094602789569436,-4.325554923164485,0.025839006319459575,0.9538660006909827
2,100,20,3.7458193979933108,0.7950268987828621,0.43572340085938266,-12.431776834445118,-10.78600114744693,0.034438265417302244,0.9415391973719557
2,100,50,9.893048128342247,0.7944043161563605,0.43139776730214874,-28.19890842935112,-34.704830053667266,0.06686110263674004,0.8987358499897173
2,250,10,2.3333333333333335,0.7985683641652592,0.4391766176796648,-5.3972104305639785,-4.139172165566887,0.030585487034212253,0.9446068777165071
2,250,20,4.3478260869565215,0.7927026048411262,0.4417225750756945,-12.401455427531838,-8.998200359928015,0.03567164959686206,0.9397478298498851
2,250,50,10.762032085561497,0.8039187668486515,0.44775993563041044,-29.047907822922987,-37.0304114490161,0.0680808890825888,0.8980756744936017
2,500,10,2.8666666666666667,0.8006454195215578,0.45262341223640706,-6.61006670709521,-5.201636469900643,0.02870420570930486,0.9492233714107738
2,500,20,5.48494983277592,0.7954444686310681,0.4468963999462922,-10.612492419648271,-7.484524479459765,0.03778757899324472,0.934128147368862
2,500,50,13.101604278074866,0.8041102175933426,0.4432690482108869,-29.381443298969074,-35.0187265917603,0.06669139246023098,0.9012492488510921
3,0,0,0.0,0.7780634586121125,0.4092187618542389,,,,
3,100,10,1.9333333333333333,0.7755582656698913,0.42249228861688964,-3.1688990525971903,-3.7395228884590583,0.02749409457398126,0.9500976676033752
3,100,20,3.411371237458194,0.7867236223809788,0.4118311305665639,-12.806272459980397,-12.20110361741263,0.038765831335803004,0.9361639143200031
3,100,50,10.16042780748663,0.7779163958125898,0.39481762651705415,-26.396602417510618,-34.55377574370709,0.06547326214861626,0.9091408646282593
3,250,10,2.1333333333333333,0.7748279778095395,0.39725636443640017,-4.965697484482195,-4.359313077939234,0.025399084767923297,0.9549282500700289
3,250,20,5.150501672240803,0.7826616642867418,0.4022025586512449,-11.891538712838942,-12.933333333333334,0.03941660492482022,0.9334395691472221
3,250,50,11.631016042780749,0.7751585775893862,0.4149857919470356,-27.507350539039532,-34.53237410071942,0.06708154281978645,0.9069129106833747
3,500,10,2.3333333333333335,0.7777311039619373,0.410694934253885,-3.9202874877491016,-4.414469650521153,0.024052821965569845,0.9572054002870346
3,500,20,4.749163879598663,0.7843891972367535,0.409270394572535,-9.702711532179025,-10.661345496009123,0.03908485508825452,0.9334985682473453
3,500,50,12.5,0.7803199777987687,0.40858173527830033,-24.861156484808884,-32.592592592592595,0.06461834822401394,0.9077486482626983
4,0,0,0.0,0.7854272977706326,0.4569881108764029,,,,
4,100,10,1.7333333333333334,0.777759078171966,0.4355803088124436,-5.094520986863185,-7.664670658682635,0.026455959904118545,0.9531157885285848
4,100,20,3.7458193979933108,0.7883282775907385,0.4557914715844488,-8.715155398910605,-11.42668428005284,0.032242144258008275,0.9438294452909562
4,100,50,9.82620320855615,0.7908612767659428,0.45074648931357664,-28.772829221403395,-36.897274633123686,0.06685081717149707,0.9015477399229622
4,250,10,2.2666666666666666,0.7756566362203232,0.4267683737014852,-5.094520986863185,-7.264206209724663,0.025180910873828725,0.9551906456713175
4,250,20,4.280936454849498,0.7811652445038638,0.443239487004284,-7.882089074014739,-10.406091370558377,0.035167748964916104,0.937710870392798
4,250,50,12.032085561497325,0.7930177248961593,0.45179890578198256,-29.189362383851332,-37.9454926624738,0.06570747439529309,0.9053187841073649
4,500,10,3.0,0.7777678237875139,0.4391304349773792,-6.600448574174944,-7.780612244897959,0.029099237306602747,0.9483784481039221
4,500,20,5.68561872909699,0.7922147855294037,0.4639555511919292,-9.548221723806472,-9.687308399754752,0.04079921551536283,0.9288586531685796
4,500,50,12.70053475935829,0.785680291761287,0.4447773536960164,-30.054469721243194,-39.34426229508197,0.06714517324035739,0.9022610115555237
5,0,0,0.0,0.7611189690505216,0.38481489713309497,,,,
5,100,10,1.7333333333333334,0.7627410274933194,0.39959224011338296,-5.272895467160037,-7.629768605378362,0.025391327086511224,0.9559377240549926
5,100,20,3.9464882943143813,0.7611424864921573,0.38447530084828063,-9.805735430157261,-9.934171154997008,0.040888210939202446,0.9305131880012739
5,100,50,9.024064171122994,0.7596271889768385,0.3783477926780547,-26.24113475177305,-34.054054054054056,0.070386663761168,0.8991887866708831
5,250,10,2.466666666666667,0.7557276341727716,0.39369017101953,-4.6253469010175765,-6.493506493506493,0.028698191327086512,0.9491500398830671
5,250,20,5.150501672240803,0.7570345986385786,0.3856118125091725,-9.929078014184398,-11.190903650508677,0.03807051645238614,0.9359549900397952
5,250,50,10.89572192513369,0.7645037525576532,0.39824616156671167,-24.421831637372804,-38.372093023255815,0.07234273262148616,0.8928758730295753
5,500,10,2.6,0.7658145459721214,0.40331257187499236,-3.669441874807277,-7.1813285457809695,0.02694207888428851,0.9527148269007997
5,500,20,4.481605351170568,0.7589312030152601,0.37965729902314477,-7.955596669750231,-11.546685673556665,0.030679102200915232,0.948877056440846
5,500,50,13.23529411764706,0.7711908789211064,0.4117359025694723,-25.74776441566451,-40.95744680851064,0.07262776203966005,0.8922873175990581
6,0,0,0.0,0.7752185663033206,0.43324433724562694,,,,
6,100,10,1.8666666666666667,0.7776992119770197,0.4369444486291954,-5.740630577037478,-7.332971211298207,0.025114752669426893,0.9549559858249953
6,100,20,3.8127090301003346,0.7565536552050103,0.4201850292410146,-9.309934562760262,-10.032894736842106,0.029829331008934406,0.947611954229808
6,100,50,10.026737967914439,0.7746020935117011,0.4116423678020298,-25.90719809637121,-42.14463840399002,0.0630091959032469,0.9062373107555506
6,250,10,2.2,0.7711095023931178,0.41806573508510403,-5.324211778703153,-7.785087719298247,0.024214512965787752,0.9566270852033761
6,250,20,4.414715719063545,0.770871020616276,0.44045775503592843,-9.369422962522309,-10.652537646402676,0.03399407278274134,0.941108067274185
6,250,50,12.232620320855615,0.7773231101720691,0.41635712294182164,-24.836406900654374,-42.14463840399002,0.06410921769448681,0.903588919238334
6,500,10,2.6,0.7839789829806711,0.44014673475146404,-6.78167757287329,-6.345848757271286,0.030247635650468514,0.945072198793203
6,500,20,5.217391304347826,0.7635020818699189,0.4352071716475491,-11.213563355145746,-10.483432916892992,0.0356398343865766,0.937735787990129
6,500,50,13.636363636363635,0.7859007529670877,0.43947606407166734,-25.312314098750743,-42.06896551724138,0.06435345391152757,0.9031003742229682
7,0,0,0.0,0.7850623556069859,0.4358197755935349,,,,
7,100,10,2.0,0.7828463060368894,0.41896628336741776,-5.646982897708938,-6.624605678233439,0.024772455872739158,0.9559610598541871
7,100,20,3.4782608695652173,0.7886029451152125,0.42604935825575896,-13.036463375282349,-12.971014492753625,0.031663804750490306,0.9467906511372598
7,100,50,10.628342245989304,0.798059554590853,0.42456765709146205,-28.686673120361405,-41.105769230769226,0.06960540422750054,0.8991054800234173
7,250,10,1.7333333333333334,0.7875553345979945,0.4367156454365928,-5.582445950306551,-6.436629064366291,0.024160645020701678,0.957229326971129
7,250,20,3.9464882943143813,0.789432220217216,0.4340405958474929,-12.262020006453694,-12.524334847501622,0.0350704728699063,0.940490523517795
7,250,50,11.163101604278076,0.7896294867813453,0.4165550850026641,-25.072604065827687,-43.269230769230774,0.06717463499673132,0.9025833030389536
7,500,10,2.6666666666666665,0.7790883145365555,0.40669945887942954,-5.582445950306551,-6.2970568104038325,0.02469836565700588,0.9559516907047487
7,500,20,5.2842809364548495,0.788721632504655,0.4163435163693808,-11.681187479832204,-12.483221476510067,0.03501215951187623,0.9401162604773083
7,500,50,13.903743315508022,0.7969832976962391,0.4231210531540422,-26.621490803484992,-41.1214953271028,0.06759381128786228,0.9016317915594645
8,0,0,0.0,0.7788109945827367,0.41602246913746393,,,,
8,100,10,2.0,0.7794884626260283,0.41402129686224365,-4.747576061517887,-3.7037037037037033,0.02677707561560253,0.9509925407209138
8,100,20,4.013377926421405,0.7620152603041718,0.3727683263538526,-6.619859578736209,-7.569721115537849,0.03214295053388538,0.942476821961851
8,100,50,10.828877005347595,0.7883185083501723,0.4023188547283231,-27.515880976262117,-35.9375,0.06799529309217694,0.8971296217052943
8,250,10,2.9333333333333336,0.7724823532852273,0.3992706418526153,-4.112337011033099,-3.814367450731087,0.029291000217912398,0.9459439836449426
8,250,20,4.749163879598663,0.7716538042929919,0.3882692802247225,-9.394851220327649,-9.897610921501707,0.037716626716060145,0.9333111860270952
8,250,50,11.631016042780749,0.7912194410181125,0.40003735666905305,-27.248411902373785,-38.63080684596577,0.06900937023316626,0.8941926981016942
8,500,10,2.2666666666666666,0.7724411269227461,0.39892177841426374,-3.6776997659645603,-4.587155963302752,0.02502009152320767,0.9546291346658967
8,500,20,5.083612040133779,0.7749937676821265,0.4130852134084562,-6.486125041792043,-10.4675505931612,0.03270952277184572,0.9428990680939127
8,500,50,12.834224598930483,0.7931317495710205,0.40746514547918483,-30.59177532597793,-34.34065934065934,0.0711741120069732,0.8953131116000423
9,0,0,0.0,0.8019344650021074,0.47215838520692943,,,,
9,100,10,1.8666666666666667,0.792644398870819,0.4630904078703443,-5.188981422165279,-6.933842239185751,0.024509566354325565,0.9566302508557704
9,100,20,4.147157190635451,0.7841288649298384,0.4256930872142474,-9.352978859705317,-8.628461043142305,0.03797768577032033,0.9343014328678612
9,100,50,9.759358288770054,0.8053784665125691,0.4779697436180568,-26.10506085842409,-34.718100890207715,0.0657024188276313,0.9013671187541893
9,250,10,2.1333333333333333,0.7972238750481138,0.4754961150582477,-6.149903907751442,-7.860262008733625,0.025560601438221836,0.9549047676988265
9,250,20,3.9464882943143813,0.7920293569587362,0.4350619993537235,-8.904548366431776,-9.205548549810844,0.036483416866419704,0.9376082433388647
