rep,dist_m,frac,eff_dose,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d
0,0,0,0.0,0.8250553703250926,0.4395650131116907,,,,
0,100,10,1.6831683168316833,0.8348610493894374,0.49519519395075434,-1.193238316208154,-2.2522522522522523,0.017107927716740735,0.9417396240853647
0,100,20,4.356435643564357,0.8291725805129829,0.4260687717627118,-6.065628107391449,-10.042735042735043,0.01989379266454792,0.9256007784918572
0,100,50,10.01984126984127,0.8167464267431596,0.4946280854947762,-17.56711965528671,-26.879699248120303,0.03221373384983251,0.860291606437492
0,250,10,1.881188118811881,0.826609118206816,0.48460462394088144,-2.088167053364269,-3.3632286995515694,0.017343817092016333,0.9401157622796924
0,250,20,3.8613861386138613,0.8299061569012663,0.46432566010421433,-7.192575406032482,-10.093727469358328,0.02086941782310566,0.9219856648835983
0,250,50,10.515873015873016,0.8216144197952853,0.5265786547142941,-17.76599270798807,-26.598465473145783,0.03366681372429514,0.8534038117662304
0,500,10,1.782178217821782,0.8307423144964254,0.45639868455573473,-1.0938017898574743,-0.06662225183211193,0.01732461219171875,0.9418414643707566
0,500,20,4.356435643564357,0.8263281556182018,0.4332527020096011,-3.8117335101093803,-5.980528511821975,0.020423642276840678,0.9259101764951243
0,500,50,12.103174603174603,0.8186537832611939,0.5067745724735498,-16.70533642691415,-25.170731707317074,0.03175942906018633,0.8628933158228616
1,0,0,0.0,0.835709591270601,0.4403456001085792,,,,
1,100,10,1.782178217821782,0.808068872697417,0.37483884433262765,-0.7267441860465116,-2.571166207529844,0.020938426412099354,0.9240579192244047
1,100,20,3.465346534653465,0.8390921808447508,0.43902992874719216,-8.13953488372093,-10.194174757281553,0.02334300838382873,0.9059114020599225
1,100,50,8.234126984126984,0.8227837217646751,0.45473761819780867,-24.927325581395348,-34.88681757656458,0.03932311246878379,0.8246790579179998
1,250,10,1.2871287128712872,0.8096044756017073,0.3828272647453824,-2.2892441860465116,-4.159869494290375,0.019806975086040818,0.9268997842896984
1,250,20,3.663366336633663,0.8334754617458038,0.4142228263350894,-10.755813953488373,-10.755813953488373,0.024783332395241275,0.8979911960795516
1,250,50,9.920634920634921,0.8240256158945624,0.4855077736423736,-26.853197674418606,-34.970059880239525,0.039714782643447355,0.8278842143132404
1,500,10,2.4752475247524752,0.803082939168046,0.36337935881863326,-2.3255813953488373,-6.316725978647687,0.02019049782381163,0.9249373392634452
1,500,20,4.356435643564357,0.8344677727060178,0.4029920538801239,-9.811046511627906,-14.61187214611872,0.024436882930806557,0.9019046419452138
1,500,50,11.507936507936508,0.8080552319424842,0.4021953119612082,-24.927325581395348,-34.31241655540721,0.0395257602215375,0.8251750771995947
2,0,0,0.0,0.8241453334283686,0.4471927848273678,,,,
2,100,10,2.0792079207920793,0.8191638120924687,0.4482713747511504,-2.8206850235057086,-3.602305475504323,0.01798488221678306,0.9353705139693388
2,100,20,3.1683168316831685,0.8173672582749537,0.47661367891825157,-4.063129617192747,-4.793028322440087,0.01907951090598231,0.9276720015478905
2,100,50,9.027777777777777,0.7992917401905073,0.47382533193435605,-20.147750167897918,-25.02482621648461,0.033132299897230884,0.8559065741279996
2,250,10,1.9801980198019802,0.8186815905612503,0.43216141170606126,-2.955003357958361,-1.8465909090909092,0.01789986448731599,0.9354404219958873
2,250,20,4.653465346534654,0.8160603866310536,0.45774826399268803,-5.372733378106111,-7.997118155619597,0.02007140198094561,0.9225584326127336
2,250,50,11.011904761904761,0.797953837433909,0.46004207337419295,-18.132975151108127,-24.32712215320911,0.033527039009470565,0.8562991199568337
2,500,10,2.6732673267326734,0.8241693085905732,0.4643070917255337,-2.41773002014775,-4.5422285308729595,0.017742416044633676,0.9356985617420779
2,500,20,4.455445544554456,0.8139702715991765,0.43758919918683314,-5.742108797850907,-7.617728531855955,0.020436402780936672,0.920825854177762
2,500,50,12.698412698412698,0.8091086351582044,0.4919087185855939,-19.241101410342512,-26.445497630331754,0.0332962576962919,0.8580134437588562
3,0,0,0.0,0.8448432100945685,0.46838627826821894,,,,
3,100,10,2.4752475247524752,0.8289684029935838,0.41025451422323517,-2.762039660056657,-2.2895125553914326,0.020598158992611897,0.923306092938596
3,100,20,3.9603960396039604,0.8203806600397451,0.432490532633876,-8.711048158640226,-12.470588235294118,0.02262487928919402,0.9096587370719644
3,100,50,10.01984126984127,0.8097370487745944,0.44228622918238675,-22.627478753541077,-27.091633466135455,0.036247831076695915,0.840883569063763
3,250,10,2.0792079207920793,0.8321827293812465,0.4089694632138928,-2.974504249291785,-3.5036496350364965,0.018591608930125524,0.9309061727421633
3,250,20,3.8613861386138613,0.8118172414541579,0.3835773736387242,-6.232294617563739,-7.844990548204159,0.021346624592888976,0.9172856340576548
3,250,50,9.722222222222223,0.8081217036760577,0.42113959522368927,-22.6628895184136,-25.080385852090032,0.03590318688143309,0.8401813600444579
3,500,10,2.1782178217821784,0.8357748291768723,0.4296899506221044,-3.6827195467422094,-3.084648493543759,0.01908184087558055,0.9291736368712707
3,500,20,4.851485148514851,0.8098769224675738,0.3489900351845676,-4.567988668555241,-8.047016274864376,0.021342891938689122,0.9191462707740159
