rep,level,mode,d_str1,n,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d
0,3,plain,0.40322580645160855,744,0.8788116233082157,0.4674450752489886,2.405498281786942,7.6158940397351,0.017009699550508635,0.9495121243337673
0,3,stratified,0.0,744,0.8803923562851741,0.5153523704772617,3.6941580756013748,0.9448818897637795,0.01640125033952808,0.9515759310807661
0,10,plain,2.1505376344086002,744,0.8554681534856937,0.46585776642053817,3.951890034364261,11.937716262975778,0.025139085095437122,0.9248303818993315
0,10,stratified,0.0,744,0.8713952068507422,0.5319043143185103,6.357388316151202,6.902654867256637,0.028525639408038272,0.9138214195090173
0,20,plain,0.8064516129032242,744,0.8422845565806019,0.4699514346533638,4.553264604810996,8.368200836820083,0.03797155023826422,0.8865440381466712
0,20,stratified,0.0,744,0.8558434016938512,0.5312191615559797,6.872852233676976,9.15492957746479,0.03720659508897029,0.8887509695902558
1,3,plain,0.5376344086021518,744,0.848570391393087,0.4577624466782516,-3.923019985196151,4.793388429752066,0.01759467144321651,0.9484334051980565
1,3,stratified,0.0,744,0.8470255249357118,0.45613214063728785,0.8882309400444115,3.3587786259541987,0.015792515236518076,0.9536579200449272
1,10,plain,-0.40322580645161565,744,0.8237103402798078,0.389189959058644,1.9985196150999258,9.45736434108527,0.027485444978927354,0.918841727987597
1,10,stratified,0.0,744,0.8232368988628712,0.4044926934821874,3.923019985196151,7.142857142857142,0.03047509359709502,0.9098364599826331
1,20,plain,0.5376344086021518,744,0.8285255023536988,0.40827379960115706,2.8867505551443373,6.363636363636363,0.04055039698186138,0.881196412324553
1,20,stratified,0.0,744,0.829613104103509,0.40990936695614616,6.365655070318282,14.263565891472869,0.03317653782749596,0.9022409945034863
2,3,plain,-0.13440860215053618,744,0.8244673017792582,0.4235439589607386,-0.45871559633027525,1.228878648233487,0.01595378913334911,0.9522437703138062
2,3,stratified,0.0,744,0.8320720104428703,0.44560896107752007,-3.746177370030581,-2.5041736227045077,0.016807037900721362,0.949949875770599
2,10,plain,1.0752688172042966,744,0.8122604253036491,0.402615580935591,6.269113149847094,7.062600321027287,0.023144516543310012,0.9325542915419085
2,10,stratified,0.0,744,0.8283744312486068,0.4380588393093703,3.89908256880734,3.672787979966611,0.02511087115707414,0.9233621719832541
2,20,plain,1.0752688172042966,744,0.812477642167307,0.43638923964107645,4.510703363914373,7.164179104477612,0.040495860698983484,0.8784207771255589
2,20,stratified,0.0,744,0.8152636038443835,0.4655926452277611,3.4403669724770642,9.618874773139746,0.04054489435115175,0.8795456347695003
3,3,plain,0.40322580645160855,744,0.876817269161506,0.48507729092986235,0.07993605115907274,5.596465390279824,0.017734860177017735,0.948032673195284
3,3,stratified,0.0,744,0.8693562930373804,0.42792173771771186,1.7585931254996003,0.6954102920723227,0.01610072098865569,0.9526055906154907
3,10,plain,0.0,744,0.8696899636361787,0.44188772681157906,8.47322142286171,5.206738131699847,0.027998580553584104,0.9170342350716824
3,10,stratified,0.0,744,0.855273161640079,0.41523242072052907,3.597122302158273,6.368330464716007,0.022025536516948867,0.9345977598919144
3,20,plain,0.9408602150537604,744,0.8466841045040328,0.435332227714482,17.106314948041568,8.04953560371517,0.040670142432810995,0.88256924911118
3,20,stratified,0.0,744,0.848872653380649,0.4339133573798185,12.470023980815348,5.536332179930796,0.03439680718435154,0.8990341680652179
4,3,plain,0.672043010752688,744,0.8747665559658058,0.532063665642986,-0.16992353440951571,4.692556634304207,0.01757416607523066,0.9469293970458202
4,3,stratified,0.0,744,0.8676397560768851,0.5453958888008775,5.607476635514018,4.09982174688057,0.018258597977476615,0.9459104041233347
4,10,plain,0.672043010752688,744,0.8726218307257047,0.5252830735745339,10.875106202209006,12.542955326460481,0.02712560617496743,0.9189510848553003
4,10,stratified,0.0,744,0.8695934979533513,0.5234073589854997,9.430756159728123,8.286252354048965,0.02786038655506363,0.9161430194855019
4,20,plain,0.5376344086021518,744,0.8494795320924771,0.4984634925148269,14.613423959218352,10.946196660482375,0.04145733737387392,0.8773164878013784
4,20,stratified,0.0,744,0.8449728055929001,0.48661141412680536,10.790144435004247,9.58904109589041,0.03608699698211172,0.8912485072091422
5,3,plain,-0.13440860215053618,744,0.8305745324645682,0.4363248433586173,5.311973018549747,4.133545310015898,0.016269873188609882,0.9517625604410878
5,3,stratified,0.0,744,0.8220501130193524,0.4312673763878191,5.227655986509275,5.147058823529411,0.015995666557767338,0.952299676661091
5,10,plain,1.6129032258064484,744,0.8303691383260681,0.4326922410036107,14.080944350758854,7.980456026058631,0.02342354497354497,0.9295071670772126
