entity,algorithm,track,axis,level,replicate,seed,status,n_folds_completed,n_features,benchmark_presence_n,contrast_pool_n,accessible_area_segment_count,reference_set_n,eval_mode,cv_auc,cv_auc_unweighted,cv_brier,cv_brier_unweighted,cv_sensitivity,cv_sensitivity_unweighted,cv_specificity,cv_specificity_unweighted,cv_tss,cv_tss_unweighted,cv_boyce,cv_boyce_unweighted,cv_omission_rate,auc,brier,sensitivity,specificity,tss,boyce,omission_rate,species,category,entity_type,n_experiment,grid_id,importance_spearman,importance_jaccard_top5,importance_jaccard_top10,niche_centroid_disp,niche_breadth_change,CLI_shift,LAC_shift,SOL_shift,TOP_shift,domain_rank_stability,schoener_d,warren_i,threshold_max_sss,threshold_p10,range_area_pct_change_03,range_area_pct_change_07,range_area_pct_change_maxsss,range_area_pct_change_p10,range_area_pct_change_maxsss_fix,suitability_mad,suitability_mean_shift,range_area_pct_change_05,gain_segments,loss_segments,stable_segments
Procambarus clarkii (alien),random_forest,combined,snapping,2,4,1320895128,ok,5,206,6150,48267,48267,1561,reference_set,0.9157242876380968,0.909114855971303,0.11316914579266443,0.11759486418054768,0.812390663810667,0.8170204438173414,0.8675280543720761,0.849631775896049,0.6799187181827432,0.6666522197133904,0.9999999999999999,0.9999999999999998,0.18760933618933295,0.8972097565290084,0.08011093449192534,0.7629724535554132,0.8890960697785236,0.652068523333937,0.9999999999999999,0.2370275464445868,Procambarus clarkii,widespread,DUAL,6150,B,0.9949754642032712,0.6666666666666666,0.8181818181818182,1775341.5974285787,-6769.109673420899,0.0034299931473341094,0.0005892464853514967,0.00011589186635393989,-0.0041351314990396015,1.0,0.9587788903812848,0.9967578418123353,0.6778303151575787,0.84,0.338409475465313,1.00080064051241,0.8880994671403196,2.788844621513944,1.384083044982699,0.013079810962236843,0.001026789722249353,0.2622213897733658,199.0,185.0,5154.0
Procambarus clarkii (alien),random_forest,combined,snapping,2,5,1018635531,ok,5,206,6150,48267,48267,1561,reference_set,0.9019603582192116,0.898724413037024,0.11699455868220021,0.12061814360699707,0.7926832725282971,0.8069576596927813,0.8657274102595903,0.845945598535622,0.6584106827878874,0.6529032582284036,0.998058665716294,0.9975757575757574,0.20731672747170293,0.900705559098601,0.07929024324549389,0.763613068545804,0.8943170281973191,0.6579300967431232,0.9999999999999999,0.23638693145419598,Procambarus clarkii,widespread,DUAL,6150,B,0.9917026518154566,0.6666666666666666,0.8181818181818182,2825832.235384369,58069.827109837905,-0.0034374221131920346,-0.001381377098583738,0.00435639751231609,0.00046240169945965803,1.0,0.9584120113030106,0.9966853178147641,0.6851740870435218,0.834,0.4942709503482363,0.24291497975708504,0.8745247148288974,1.36986301369863,0.7876969242310577,0.013128916048420057,0.0016052407975585305,0.8302035975489227,225.0,183.0,4876.0
Procambarus clarkii (alien),random_forest,combined,snapping,2,6,2288721586,ok,5,206,6150,48267,48267,1561,reference_set,0.9024396759961859,0.9021731295121025,0.11915780936949234,0.12230022066739657,0.7947947323261231,0.8038527541606404,0.8720239358044484,0.8598727661678863,0.6668186681305713,0.6637255203285266,0.9979631183128026,0.9975757575757574,0.20520526767387692,0.9016148190849619,0.07814911451617575,0.7655349135169763,0.8951457517558581,0.6606806652728343,0.9999999999999999,0.23446508648302367,Procambarus clarkii,widespread,DUAL,6150,B,0.9924535865369896,0.6666666666666666,0.8181818181818182,4520954.8988665845,15624.829699118622,-0.008844113343638993,1.5160148332912099e-05,0.0017542837347300777,0.007074669460576,1.0,0.9573994065753005,0.9964596710981382,0.687561364015341,0.832,0.540784136998648,1.6024252923343438,0.934199837530463,0.5612722170252572,1.9706336939721791,0.01333205560274676,0.0020330717756816335,0.17814726840855108,201.0,192.0,4860.0
Procambarus clarkii (alien),random_forest,combined,snapping,2,7,3872548222,ok,5,206,6150,48267,48267,1561,reference_set,0.8853398517465587,0.8892913979792463,0.12546703315481061,0.12724248242770947,0.8010190303594366,0.8125636412817563,0.8540191463787412,0.8399666187866248,0.6550381767381777,0.6525302600683812,0.9677694754643046,0.9806060606060605,0.19898096964056344,0.9033797056191823,0.07739624168969748,0.7847533632286996,0.8947106718876251,0.6794640351163248,0.9999999999999999,0.2152466367713004,Procambarus clarkii,widespread,DUAL,6150,B,0.9935422359596142,1.0,0.8181818181818182,2541830.726075121,67947.11563329678,-0.006931983948393228,0.0005349728350176192,0.006256976883796922,0.0001400342295788115,1.0,0.9568175336182753,0.9964372419906541,0.6679418042354511,0.836,1.1991237172835236,1.480836236933798,1.3795674869500374,4.965920155793573,1.3795674869500374,0.013466109876247238,0.001273741762504271,0.1182033096926714,214.0,208.0,4868.0
Procambarus clarkii (alien),random_forest,combined,snapping,5,0,4100791742,ok,5,206,6150,48267,48267,1561,reference_set,0.9232699356589767,0.9205471769158787,0.11662185623749274,0.11834739998158583,0.825828228506133,0.8181305331846778,0.8751081970668412,0.8751417086001438,0.7009364255729742,0.6932722417848217,0.9999999999999999,0.9999999999999998,0.17417177149386698,0.9016162591315043,0.0796248939666472,0.7815502882767457,0.8918722936996292,0.6734225819763748,0.9999999999999999,0.21844971172325434,Procambarus clarkii,widespread,DUAL,6150,B,0.9885588848825307,1.0,1.0,5828074.249673594,108173.95554504078,0.0015092719210900718,0.00023942890070989195,0.0006385241358979332,-0.002387224957697942,1.0,0.9540535485934237,0.9961942310473276,0.691303568450892,0.8351166666666666,0.5877034358047016,4.810557684120902,4.404567699836868,10.842207163601161,5.032467532467533,0.014471089732016452,0.0026784774407964166,2.173061863743148,296.0,185.0,4923.0
Procambarus clarkii (alien),random_forest,combined,snapping,5,1,2176453758,ok,5,206,6150,48267,48267,1561,reference_set,0.9117378972630366,0.9042334957009803,0.11518395847783768,0.12061972249712627,0.8215559199324743,0.8227508114884527,0.8554303898857247,0.8365267103623882,0.6769863098181991,0.6592775218508409,0.9940056679080671,0.9927272727272726,0.17844408006752566,0.9014787977302265,0.08021028011971795,0.7616912235746316,0.8893032506681584,0.65099447424279,0.9999999999999999,0.2383087764253684,Procambarus clarkii,widespread,DUAL,6150,B,0.9918509168061798,0.6666666666666666,1.0,9198405.52740951,125728.56666363217,-0.0036264465403030854,0.001416300268784046,-0.0009245680774800924,0.0031347143489990903,1.0,0.9532937543602528,0.9958393877091639,0.6957654660663666,0.834,0.2926280247608329,2.497918401332223,1.7842660178426604,6.787762906309751,1.7437145174371453,0.014745051287135942,0.002338513052889335,1.269901440485216,238.0,171.0,5105.0
Procambarus clarkii (alien),random_forest,combined,snapping,5,2,3448618029,ok,5,206,6150,48267,48267,1561,reference_set,0.9016320405496836,0.8981696276806727,0.1190793814653115,0.1238434863164894,0.800415469746381,0.8093614546273485,0.8672615698955134,0.8505238202454937,0.6676770396418946,0.6598852748728422,0.9980917042141532,0.9975757575757574,0.199584530253619,0.9041668470042924,0.07908111400567366,0.7674567584881486,0.8917894213437753,0.659246179831924,0.9999999999999999,0.23254324151185135,Procambarus clarkii,widespread,DUAL,6150,B,0.988847177920048,0.6666666666666666,1.0,7515420.213842865,116837.60435257852,-0.0007510957646963967,0.0002891563498860668,0.001328364311425967,-0.0008664248966156474,1.0,0.9533458684027066,0.9959020014298653,0.6879807522809023,0.83145,-0.11419435879867536,1.4014839241549877,1.2071651090342679,5.921052631578947,2.055306427503737,0.014642193489850276,0.0019416003934463757,1.0642414860681115,265.0,210.0,4958.0
Procambarus clarkii (alien),random_forest,combined,snapping,5,3,2368531516,ok,5,206,6150,48267,48267,1561,reference_set,0.8873509704747136,0.8853015138640992,0.12309841908188832,0.1260407823144612,0.7976204376700694,0.8061249375811788,0.8598209704806248,0.8389582545422787,0.6574414081506941,0.6450831921234574,0.9863191381607737,0.9903030303030302,0.2023795623299306,0.9060751873915311,0.07943904010545763,0.7847533632286996,0.891644394721031,0.6763977579497307,0.9999999999999999,0.2152466367713004,Procambarus clarkii,widespread,DUAL,6150,B,0.9911109646765521,0.6666666666666666,1.0,5396173.272143188,71341.6130468836,-0.0016763480048260226,-0.0010386438774006718,0.0016594206509024934,0.0010555712313240484,1.0,0.9518683096540752,0.9956372244860534,0.6838364182091046,0.83,1.2863913337846988,2.961672473867596,1.2693375644585483,5.2924791086350975,1.2693375644585483,0.015110670210446453,0.0037601850947490824,1.474582848273186,274.0,198.0,4956.0
Procambarus clarkii (alien),random_forest,combined,snapping,5,4,1141030810,ok,5,206,6150,48267,48267,1561,reference_set,0.9126939202661201,0.9021730839706956,0.11496035638871317,0.12110852018886083,0.823275392226768,0.8171114864080662,0.8631787358661626,0.8451660937331134,0.6864541280929304,0.6622775801411798,0.9999999999999999,0.9999999999999998,0.17672460777323196,0.9027802082710779,0.08119499148194095,0.7674567584881486,0.8878115482627882,0.6552683067509368,0.9999999999999999,0.23254324151185135,Procambarus clarkii,widespread,DUAL,6150,B,0.9928022838299865,0.6666666666666666,0.8181818181818182,6956322.478432472,56463.70810747985,-0.004188806628611874,7.773038032651836e-05,0.0013965357531710576,0.002714540495114326,1.0,0.9528025035323957,0.9957526680984552,0.6855941303985325,0.836,0.6993795826283136,4.2433947157726175,3.459821428571429,7.788461538461538,4.692556634304207,0.014910725409354907,0.0038240930163268407,1.4234875444839856,294.0,218.0,5121.0
Procambarus clarkii (alien),random_forest,combined,snapping,5,5,2139940535,ok,5,206,6150,48267,48267,1561,reference_set,0.9080852759761638,0.9041384201187362,0.12060898521290671,0.12397746154970143,0.8121203644135511,0.8099706622269794,0.8689620906810559,0.8571013570140176,0.681082455094607,0.6670720192409968,0.9959947899706936,0.9951515151515151,0.18787963558644893,0.9028557675795142,0.07967942606201495,0.7905188981422165,0.8934054322829262,0.6839243304251428,0.9999999999999999,0.20948110185778346,Procambarus clarkii,widespread,DUAL,6150,B,0.9874894549957407,0.6666666666666666,1.0,8113593.7971409345,122120.0085492963,-0.005987091133024369,-0.0021909710580669747,0.00868814951626995,-0.0005100873251786542,1.0,0.9527616273549399,0.9958354129965838,0.664,0.8305400000000001,-0.8874410244888788,3.360323886639676,2.0947802197802194,7.657657657657657,4.088522130532633,0.014895145669541218,0.0021288819861478197,1.699940699743032,297.0,211.0,4848.0
