rep,level,regime,auc,tss
0,0,floating,0.8448321655609643,0.458700367316445
0,0,fixed,0.8448321655609643,0.458700367316445
0,3,floating,0.8042149614448226,0.34186693819649966
0,3,fixed,0.8210318735662472,0.43656255549465134
0,10,floating,0.8109796294609779,0.36120394953176804
0,10,fixed,0.7785105166526745,0.3955929122593656
0,20,floating,0.7019989620729319,0.099455590574301
0,20,fixed,0.7660690648833565,0.3569159650443871
1,0,floating,0.831820316197893,0.45203733120041056
1,0,fixed,0.831820316197893,0.45203733120041056
1,3,floating,0.8427245394931095,0.39130365391312366
1,3,fixed,0.8213456438380691,0.4350493128198041
1,10,floating,0.8264892443644147,0.3838399525221632
1,10,fixed,0.7911578419396037,0.3879477745171426
1,20,floating,0.715079729213673,0.2845582466175545
1,20,fixed,0.7640328756896902,0.38327928284855634
2,0,floating,0.8305377862524874,0.4211059381848779
2,0,fixed,0.8305377862524874,0.4211059381848779
2,3,floating,0.8132374814559171,0.4474872813378454
2,3,fixed,0.8134796020964306,0.4434046479087444
2,10,floating,0.8218186001970198,0.4233658844137523
2,10,fixed,0.8040198042329303,0.4222643637609746
2,20,floating,0.7383117667167524,0.22797899575913178
2,20,fixed,0.7590254465427252,0.3425338405063772
3,0,floating,0.8319366502368235,0.4197794636838491
3,0,fixed,0.8319366502368235,0.4197794636838491
3,3,floating,0.840942057065061,0.4541796306569024
3,3,fixed,0.8232275504041724,0.45087209627053165
3,10,floating,0.8204291490800492,0.500487312306794
3,10,fixed,0.7875979362728691,0.3874323667525923
3,20,floating,0.7641204312876745,0.3173264087987834
3,20,fixed,0.7853401526945144,0.405147553983327
4,0,floating,0.836189392224725,0.46146774593829337
4,0,fixed,0.836189392224725,0.46146774593829337
4,3,floating,0.8384604839806219,0.45463557166867663
4,3,fixed,0.8250194952402635,0.44016029110581967
4,10,floating,0.727764138746535,0.29682202581923867
4,10,fixed,0.8032781036395165,0.4193270374144502
4,20,floating,0.7669314823209923,0.3582110419301604
4,20,fixed,0.7565809679280202,0.340936991229266
5,0,floating,0.8457471417431872,0.452731542305236
5,0,fixed,0.8457471417431872,0.452731542305236
5,3,floating,0.8438910963867325,0.4235029792282082
5,3,fixed,0.8279477266358761,0.42400588876399076
5,10,floating,0.7292186566193736,0.3373287677589481
5,10,fixed,0.7739943784225821,0.38786351808969066
5,20,floating,0.7083088521504264,0.1593738908727385
5,20,fixed,0.744189267748877,0.33277229843831013
6,0,floating,0.8333296619170298,0.44586192919869416
6,0,fixed,0.8333296619170298,0.44586192919869416
6,3,floating,0.8242544740075033,0.3964223721167963
6,3,fixed,0.8199243823659991,0.43946147910200234
6,10,floating,0.7997705393092163,0.3491599868638272
6,10,fixed,0.7893043051464097,0.38369677293940685
6,20,floating,0.8020162159261404,0.45422061976649564
6,20,fixed,0.7646707852022328,0.3892681089477866
7,0,floating,0.8458485566142138,0.46810222488727826
7,0,fixed,0.8458485566142138,0.46810222488727826
7,3,floating,0.821110933407937,0.4505977093176202
7,3,fixed,0.8082893523052842,0.4091409701704024
7,10,floating,0.8270856925246836,0.4566186883593101
7,10,fixed,0.8074218434957189,0.42708614585125454
7,20,floating,0.74629120333832,0.2771592054872237
7,20,fixed,0.7559163360794761,0.359523206996043
8,0,floating,0.8462819493078415,0.4717090181921254
8,0,fixed,0.8462819493078415,0.4717090181921254
8,3,floating,0.8218193814750503,0.4899887453946398
8,3,fixed,0.8161720818643644,0.4453361614444523
8,10,floating,0.7819946272944887,0.3726521062608783
8,10,fixed,0.79193872879777,0.4160989302124153
8,20,floating,0.7606951894233059,0.22060749122102202
8,20,fixed,0.7441242098503806,0.32710366506060873
9,0,floating,0.8385233302533199,0.43801785172772867
9,0,fixed,0.8385233302533199,0.43801785172772867
9,3,floating,0.8470618466967844,0.5344704894148711
9,3,fixed,0.8056910650348781,0.41251733934044255
9,10,floating,0.8099121209523,0.4704818946308498
9,10,fixed,0.799461594417077,0.43128211665609506
9,20,floating,0.7529800863199421,0.31047832527058816
9,20,fixed,0.7515241800809209,0.3396869950564162
10,0,floating,0.8354635620501576,0.46025059345815345
10,0,fixed,0.8354635620501576,0.46025059345815345
10,3,floating,0.8287822411744681,0.40185557306525493
10,3,fixed,0.8224825684039553,0.45001656796559136
10,10,floating,0.7812085797033707,0.3881860302050577
10,10,fixed,0.7706835779845547,0.3609981320160267
10,20,floating,0.7497463735963936,0.22068163652821976
10,20,fixed,0.7732338697840372,0.381571780181417
11,0,floating,0.8222710007031863,0.42698878781087124
11,0,fixed,0.8222710007031863,0.42698878781087124
11,3,floating,0.8242617606583508,0.4056354875789724
11,3,fixed,0.8172756025802407,0.4198404445487009
11,10,floating,0.8320825424005374,0.3896614855170618
11,10,fixed,0.8167324966813403,0.4467240931374511
11,20,floating,0.7646676619344436,0.2828686975745325
11,20,fixed,0.7661408208692027,0.3502832924899036
