entity_id,algorithm,axis,level,n_reps_ok,auc_mean,auc_lo,auc_hi
Cambarus_latimanus,maxent,snapping,0,46,0.6594946136074903,0.6436858926713374,0.6752862002666565
Cambarus_latimanus,maxent,snapping,5,46,0.6606494535974151,0.6449953993186877,0.6752838918748966
Cambarus_latimanus,maxent,snapping,10,45,0.6699734577053819,0.6518852032295677,0.6860583083617064
Cambarus_latimanus,maxent,snapping,20,28,0.6900180249159389,0.673293464920116,0.704568610114757
Cambarus_latimanus,maxent,snapping,35,30,0.7020069314888882,0.6886940686645918,0.7151909099767365
Cambarus_latimanus,maxent,snapping,50,29,0.702719130798082,0.6912355239326364,0.7133657772732681
Cambarus_latimanus,random_forest,snapping,0,50,0.7114033478959024,0.6902471622765178,0.7326513447213414
Cambarus_latimanus,random_forest,snapping,5,50,0.7180286775469473,0.6993076068039297,0.7378847350321525
Cambarus_latimanus,random_forest,snapping,10,50,0.7222341689779672,0.7022718073743182,0.7421069521241865
Cambarus_latimanus,random_forest,snapping,20,30,0.7392379825656019,0.7135234534563483,0.7608412927673892
Cambarus_latimanus,random_forest,snapping,35,30,0.7266203869569428,0.7003227703094282,0.7520146129500896
Cambarus_latimanus,random_forest,snapping,50,30,0.7371642545816642,0.7150924252306801,0.7567481727374499
Cambarus_latimanus,xgboost,snapping,0,50,0.6795726994969951,0.6552381812234221,0.7036800342634677
Cambarus_latimanus,xgboost,snapping,5,50,0.6808119912100997,0.6600773463703083,0.7012583590011521
Cambarus_latimanus,xgboost,snapping,10,50,0.6834379406050055,0.661797632693249,0.705090951221166
Cambarus_latimanus,xgboost,snapping,20,30,0.7024110087582699,0.6714712789809911,0.7299465077597022
Cambarus_latimanus,xgboost,snapping,35,30,0.6997726509971206,0.6728981019539919,0.7262228795532079
Cambarus_latimanus,xgboost,snapping,50,30,0.7017097644196811,0.6790161087125356,0.7215951054475287
Cambarus_striatus,maxent,snapping,0,43,0.6317019495638807,0.615506651852576,0.6496365800064255
Cambarus_striatus,maxent,snapping,5,41,0.6255234768494495,0.6035565995183938,0.649023908938283
Cambarus_striatus,maxent,snapping,10,38,0.6682007654345897,0.6448824313403286,0.6908765534359652
Cambarus_striatus,maxent,snapping,20,24,0.627031678075007,0.5933462649341187,0.6625793567528458
Cambarus_striatus,maxent,snapping,35,21,0.6473187022386129,0.6204730492184626,0.673793553033766
Cambarus_striatus,maxent,snapping,50,27,0.7148043460628246,0.6946321481492894,0.7345745012766309
Cambarus_striatus,random_forest,snapping,0,50,0.682957898006007,0.6607058712065829,0.7045219121239518
Cambarus_striatus,random_forest,snapping,5,50,0.6875959498095601,0.6613110406520472,0.7123400812163903
Cambarus_striatus,random_forest,snapping,10,50,0.7036838105738329,0.6717414268226035,0.7344694517194058
Cambarus_striatus,random_forest,snapping,20,30,0.6755619353893269,0.6420492466101173,0.7065094219975147
Cambarus_striatus,random_forest,snapping,35,30,0.7234295781528145,0.6941712125658416,0.7493958357594699
Cambarus_striatus,random_forest,snapping,50,30,0.7742712129774331,0.7452882853683568,0.8034085166466749
Cambarus_striatus,xgboost,snapping,0,50,0.6618208835547942,0.6384117347859914,0.6838148269597849
Cambarus_striatus,xgboost,snapping,5,50,0.6557478251136574,0.6263090784021288,0.6857320264642182
Cambarus_striatus,xgboost,snapping,10,50,0.693404090916409,0.6627445958496344,0.7226756775857894
Cambarus_striatus,xgboost,snapping,20,30,0.648325632671363,0.6074616027655615,0.6906265408384009
Cambarus_striatus,xgboost,snapping,35,30,0.7355739968334961,0.7098007888342724,0.7623080228339523
Cambarus_striatus,xgboost,snapping,50,30,0.7606055426991485,0.7319662023924942,0.7898076770886152
Creaserinus_fodiens,maxent,snapping,0,50,0.6760704983621981,0.6675939811255023,0.6850831569664969
Creaserinus_fodiens,maxent,snapping,5,50,0.6828564534359823,0.676800284638792,0.6890662856398523
Creaserinus_fodiens,maxent,snapping,10,50,0.6829670201052787,0.6751721669750979,0.6908697516674863
Creaserinus_fodiens,maxent,snapping,20,30,0.7039444229159816,0.6955276909223602,0.7116988215549499
Creaserinus_fodiens,maxent,snapping,35,30,0.7026531549549527,0.6921887380335325,0.7124183257102729
