entity_id,algorithm,axis,level,n_reps_ok,auc_mean,auc_lo,auc_hi
Pontastacus_leptodactylus_pooled,xgboost,lowacc,5,50,0.793102404781865,0.7854512403283916,0.7999927458794901
Pontastacus_leptodactylus_pooled,xgboost,lowacc,10,50,0.7975543575155909,0.7916919460348798,0.8034133569306505
Pontastacus_leptodactylus_pooled,xgboost,lowacc,20,30,0.7684184981744197,0.7572101626962662,0.7790343257143889
Pontastacus_leptodactylus_pooled,xgboost,lowacc,35,30,0.7466350454893047,0.7380227165531922,0.7546712000269528
Pontastacus_leptodactylus_pooled,xgboost,lowacc,50,30,0.7314293579777645,0.721727700836103,0.7407041842378251
Pontastacus_leptodactylus_pooled,xgboost,snapping,0,50,0.8070367967601249,0.7999461289988905,0.8134980779746308
Pontastacus_leptodactylus_pooled,xgboost,snapping,5,50,0.807139158115871,0.7998253250383965,0.8147323981724592
Pontastacus_leptodactylus_pooled,xgboost,snapping,10,50,0.8111022976255847,0.8045308434617068,0.8172964134775706
Pontastacus_leptodactylus_pooled,xgboost,snapping,20,30,0.8121691226745206,0.8026339862761627,0.8212002553821013
Pontastacus_leptodactylus_pooled,xgboost,snapping,35,30,0.8170177673356349,0.8089342560726079,0.824930974541424
Pontastacus_leptodactylus_pooled,xgboost,snapping,50,30,0.8158563622806013,0.8041586118320914,0.826382795272198
Procambarus_clarkii_alien,maxent,lowacc,0,50,0.8351557752619562,0.8315304207570237,0.8386811627027578
Procambarus_clarkii_alien,maxent,lowacc,5,50,0.8337646461748939,0.8299443262894853,0.837580627311029
Procambarus_clarkii_alien,maxent,lowacc,10,50,0.8273155657267465,0.8229794857183365,0.8315143706149141
Procambarus_clarkii_alien,maxent,lowacc,20,30,0.8198092152814549,0.8139014250488159,0.8255143145805683
Procambarus_clarkii_alien,maxent,lowacc,35,30,0.8106460463646924,0.8064517831366278,0.8144814752106968
Procambarus_clarkii_alien,maxent,lowacc,50,30,0.7989708644330165,0.7932851644201542,0.8045057911143029
Procambarus_clarkii_alien,maxent,snapping,0,50,0.8384583737635709,0.8345616531407125,0.8421872419997676
Procambarus_clarkii_alien,maxent,snapping,5,50,0.8381134977644231,0.8350131046478901,0.8410012870008426
Procambarus_clarkii_alien,maxent,snapping,10,50,0.8385717522140151,0.8355728563962823,0.841503602033933
Procambarus_clarkii_alien,maxent,snapping,20,30,0.8409506374104857,0.8348626943973281,0.8464245139804275
Procambarus_clarkii_alien,maxent,snapping,35,30,0.8403423495162944,0.8361456671172093,0.844991552881218
Procambarus_clarkii_alien,maxent,snapping,50,30,0.8398834908526285,0.8352621343715914,0.8445033270159268
Procambarus_clarkii_alien,random_forest,lowacc,0,50,0.898849806131484,0.8958211477909385,0.9016731754835092
Procambarus_clarkii_alien,random_forest,lowacc,5,50,0.8962516000779707,0.8933667789326767,0.8988800612998997
Procambarus_clarkii_alien,random_forest,lowacc,10,50,0.890506121647922,0.8868697876199592,0.8937677112936224
Procambarus_clarkii_alien,random_forest,lowacc,20,30,0.8829516619214905,0.8781352417221079,0.887910075402702
Procambarus_clarkii_alien,random_forest,lowacc,35,30,0.874525394665763,0.871119013708235,0.8777602806265699
Procambarus_clarkii_alien,random_forest,lowacc,50,30,0.8657084304023442,0.8591528024237154,0.8712743035609258
Procambarus_clarkii_alien,random_forest,snapping,0,50,0.8991210885060361,0.8960693299587403,0.9022606772125593
Procambarus_clarkii_alien,random_forest,snapping,5,50,0.8991164429688261,0.8963522765382183,0.9017928970737655
Procambarus_clarkii_alien,random_forest,snapping,10,50,0.9015120455059393,0.8993484001084633,0.9035959063328407
Procambarus_clarkii_alien,random_forest,snapping,20,30,0.9005076619962047,0.8960144818543064,0.9048880734750584
Procambarus_clarkii_alien,random_forest,snapping,35,30,0.8965309307079875,0.8926910127620218,0.9000983729258053
Procambarus_clarkii_alien,random_forest,snapping,50,30,0.9030646089571728,0.89957621561721,0.9062834434404348
Procambarus_clarkii_alien,xgboost,lowacc,0,50,0.8961674312646666,0.8930498236679492,0.8992473675425032
Procambarus_clarkii_alien,xgboost,lowacc,5,50,0.8937671680574262,0.8909107745662856,0.8965558671567263
Procambarus_clarkii_alien,xgboost,lowacc,10,50,0.8877261815093014,0.8839864419525525,0.8913721621685838
Procambarus_clarkii_alien,xgboost,lowacc,20,30,0.8795090295317068,0.8741510806340038,0.885026508659315
